"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"18","RT @IOT_Recruiting: RT @IOT_Recruiting: Rise of #robotics and #AI &gt;&gt; @PwC via @MikeQuindazzi @ravikikan &gt;&gt; #MachineLearning #DeepLearning #…",FALSE,0,NA,2018-11-07 01:02:14,FALSE,NA,"1059974271571820546",NA,"<a href=""http://www.wallst.forsale"" rel=""nofollow"">Crypto Prices Daily Update</a>","WallStForsale",4,TRUE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/891752736160587776/_Y3nutGd_normal.jpg"
"19","RT @BootstrapsBiz: How To #Secure Your #OnlineBusiness  https://t.co/shhgwy199n   #Security #Data #BigData #CyberSecurity #DigitalMedia htt…",FALSE,0,NA,2018-11-07 01:01:56,FALSE,NA,"1059974198666428416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SocialSalesEnt",14,TRUE,FALSE,NA,NA,"IG: SocialSellingEntrepreneur","en","http://pbs.twimg.com/profile_images/1019318357756084225/KAozjsGT_normal.jpg"
"20","RT @alison_iot: Technologies of the next ERA!

#Infographic #tech #technology #innovation #cloud #mobile #cybersecurity #AI #KI #IoT #Robot…",FALSE,0,NA,2018-11-07 01:01:30,FALSE,NA,"1059974087290863617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NimoJerobbb",5,TRUE,FALSE,NA,NA,"Front side","es","http://pbs.twimg.com/profile_images/910614317526949889/HLfT9m2i_normal.jpg"
"21","RT @jasonbaumgartne: Two social media platforms. The search term was ""oven."" 10,000 comments were analyzed. On the left is a word cloud for…",FALSE,0,NA,2018-11-07 01:01:11,FALSE,NA,"1059974007397658626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChristophSouza",578,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1052713832169189381/93GmpqL5_normal.jpg"
"22","RT @simon_data: ""Your first data hire should not be someone who comes in and solves all of your problems, it should be someone who comes in…",FALSE,0,NA,2018-11-07 01:01:09,FALSE,NA,"1059973998816231424",NA,"<a href=""http://www.example.com"" rel=""nofollow"">BotAnalytic</a>","StartupsBot",2,TRUE,FALSE,NA,NA,"San Francisco, CA","en","http://pbs.twimg.com/profile_images/1001347678721134592/O1UO2_hW_normal.jpg"
"23","#uphold #joins #crypto #lending #platform #cred for new #lending and #earning #solutions #instaeth #instavenezuela… https://t.co/QqyEEFf3dm",FALSE,0,NA,2018-11-07 01:01:04,TRUE,NA,"1059973976481521664",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","upholddude",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1050783706686865409/CbicLnGh_normal.jpg"
"24","Here Are The #Top 4 #Data #Analytics #Jobs To Look Out For @bicorner #BigData #DataScience https://t.co/o8mA9kuvBl",FALSE,0,NA,2018-11-07 01:01:01,FALSE,NA,"1059973967585382400",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","RogerMoore",0,FALSE,FALSE,NA,NA,"Chicago, IL","en","http://pbs.twimg.com/profile_images/1259618636/Moore_Roger_011411_Head_normal.jpg"
"25","RT @DescartesLabs: We are Descartes Labs and we are building the world's largest and most diverse #datarefinery. Find out how we are using…",FALSE,0,NA,2018-11-07 01:00:51,FALSE,NA,"1059973925529096192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","federicobayle",2,TRUE,FALSE,NA,NA,"Buenos Aires","en","http://pbs.twimg.com/profile_images/378800000039515597/b4c5d5da0a507a7a8e8d4b10c6c5b8e1_normal.jpeg"
"26","Working with #BigData can be frustrating with a tradeoff between a high-level API and poor I/O performance.  Learn… https://t.co/6Zl61HwcU0",FALSE,1,NA,2018-11-07 01:00:51,TRUE,NA,"1059973924191121408",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","OmniSci",0,FALSE,FALSE,NA,NA,"San Francisco, CA","en","http://pbs.twimg.com/profile_images/1045181627872079873/lEEuJaQX_normal.jpg"
"27","""Your first data hire should not be someone who comes in and solves all of your problems, it should be someone who… https://t.co/jgHP4U8pgj",FALSE,2,NA,2018-11-07 01:00:46,TRUE,NA,"1059973904687607816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","simon_data",2,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/1047227413527232512/rN-M9UHp_normal.jpg"
"28","RT @Fisher85M: How can we architect an #API in 2018? {Infographic}

#IoT #DevOps #UX #mobile #SaaS #Cloud @Fisher85M #BigData #innovation #…",FALSE,0,NA,2018-11-07 01:00:34,FALSE,NA,"1059973854020419584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SmbsF",39,TRUE,FALSE,NA,NA,"Arizona, USA","en","http://pbs.twimg.com/profile_images/1029394980274466816/XWTTk0Ki_normal.jpg"
"29","St. Louis Park real estate data giant WolfNet embraces AI

#AI #AIio #BigData #ML #NLU #Iot https://t.co/PjrCYYWjW5… https://t.co/oxHtKSVqh4",FALSE,0,NA,2018-11-07 01:00:32,TRUE,NA,"1059973846042861568",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","terence_mills",0,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/518381091929853952/xxUmPXKc_normal.jpeg"
"30","RT @MikeQuindazzi: Potential economic impact of #InternetofThings in 2025 [#Infographic] &gt;&gt;&gt; @UN via @MikeQuindazzi &gt;&gt;&gt; #Automation #AI #Ma…",FALSE,0,NA,2018-11-07 01:00:31,FALSE,NA,"1059973841072594946",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheDigitalLand1",71,TRUE,FALSE,NA,NA,"Dallas, TX","en","http://pbs.twimg.com/profile_images/1030093246016315395/wrKihDul_normal.jpg"
"31","#Industrie40: Is it All About Speed or Data? https://t.co/F2kMujJU1A … 
#BigData #IIoT #DigitalTransformation… https://t.co/8akMhvOiaT",FALSE,0,NA,2018-11-07 01:00:28,TRUE,NA,"1059973829253099520",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","FogorosAndrei",0,FALSE,FALSE,NA,NA,"Sibiu, Transylvania, Romania","ro","http://pbs.twimg.com/profile_images/920373914777341952/51roSQ49_normal.jpg"
"32","It all started back in the eighties with my old friend the commodore 64. #BigData #Commodore64",FALSE,0,NA,2018-11-07 01:00:21,FALSE,NA,"1059973798303330304",NA,"<a href=""https://thingspeak.com/apps/thingtweet"" rel=""nofollow"">ThingTweet</a>","BigDataF1",0,FALSE,FALSE,NA,NA,"Rotterdam, The Netherlands","en","http://pbs.twimg.com/profile_images/784684662543310848/QuXmXl_9_normal.jpg"
"33","Google model identifies restaurants that could give you food poisoning. Really? Is Google going too far with techno… https://t.co/JnRbx5FbCO",FALSE,0,NA,2018-11-07 01:00:06,TRUE,NA,"1059973733530718210",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","JeffreyBuskey",0,FALSE,FALSE,NA,NA,"Chicago","en","http://pbs.twimg.com/profile_images/552781578322325504/zLtKL2jP_normal.jpeg"
"34","#IBM is launching and delivering valuations app yesterday by 96% of users #IoT #Analytics #BigData",FALSE,0,NA,2018-11-07 01:00:05,FALSE,NA,"1059973729181163520",NA,"<a href=""http://www.nowebsite.com/"" rel=""nofollow"">Tweeting Neural Network</a>","TweetingNN",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/660840118933200896/rQaJHYI5_normal.png"
"35","You deserve better and you know it =&gt; Senior Data Analyst https://t.co/pqSzbRfHt6 #bigdata #iot #analytics #ai https://t.co/4h8V12kpmA",FALSE,0,NA,2018-11-07 01:00:04,FALSE,NA,"1059973725364408320",NA,"<a href=""http://www.iotbigdatajobs.com/"" rel=""nofollow"">IoT BigData Jobs</a>","IoTBigDataJobs",0,FALSE,FALSE,NA,NA,"Global","en","http://pbs.twimg.com/profile_images/797345313359065088/dwlpyKxA_normal.jpg"
"36","#BigData @AnalyticsWeek #FutureOfData #Podcast with David Rose, @DittoLabs https://t.co/kMsKPZSV0k",FALSE,0,NA,2018-11-07 01:00:03,FALSE,NA,"1059973720834482176",NA,"<a href=""http://loyaltywidget.com"" rel=""nofollow"">LWApp</a>","LoyaltyWidget",0,FALSE,FALSE,NA,NA,"Loyalty Web","en","http://pbs.twimg.com/profile_images/640005615302123521/BufaU_7F_normal.png"
"37","RT @NeilCattermull: Buyout firm Thoma Bravo approaches Symantec about acquisition - interesting times in the tech world that’s for sure!  h…",FALSE,0,NA,2018-11-07 01:00:03,FALSE,NA,"1059973720582881280",NA,"<a href=""http://blarrow.tech/"" rel=""nofollow"">BlARROW123</a>","blarrow_tech",5,TRUE,FALSE,NA,NA,"Mumbai, India","en","http://pbs.twimg.com/profile_images/868421441468760064/LqQej4a4_normal.jpg"
"38","Please consider this your official invitation to one of our upcoming Certified #DataVault #DataModeler (#CDVDM) cou… https://t.co/cBrK425uQ2",FALSE,0,NA,2018-11-07 01:00:00,TRUE,NA,"1059973710654824448",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GeneseeAcademy",0,FALSE,FALSE,NA,NA,"HQ:Golden CO USA Events:Global","en","http://pbs.twimg.com/profile_images/968549737702961152/q-EbXABj_normal.jpg"
"39","How did Modern Musical Composition Echo the Trend of Big Data? - Paul Colmer https://t.co/an2DEOpNCE
#BigData… https://t.co/2pqQtBmVOF",FALSE,0,NA,2018-11-07 00:59:57,TRUE,NA,"1059973695647739904",NA,"<a href=""https://commun.it"" rel=""nofollow"">Commun.it Intelligence</a>","MusicComposer1",0,FALSE,FALSE,NA,NA,"Brisbane","en","http://pbs.twimg.com/profile_images/948140737622818816/1LV2-usg_normal.jpg"
"40","RT @craigbrownphd: Working with US Census Data in R: If you need data about the American populace, there's no source more canonical than th…",FALSE,0,NA,2018-11-07 00:59:54,FALSE,NA,"1059973686885863427",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MAlqahdali",3,TRUE,FALSE,NA,NA,"Leeds, England","en","http://pbs.twimg.com/profile_images/937469893607337984/BNl3xglB_normal.jpg"
"41","Dream World #BigData Machine　#IT #novel　￥99　Japan #book illustlator Enoki Sakisima https://t.co/gVnLJiLtox #kobo https://t.co/mUMGiLCgqU",FALSE,0,NA,2018-11-07 00:59:45,FALSE,NA,"1059973648902184960",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","DREAMLINEWORLD",0,FALSE,FALSE,NA,NA,"","ja","http://pbs.twimg.com/profile_images/378800000084354311/1cc8cba49534537d74180fb1171110e1_normal.jpeg"
"42","RT @NeilCattermull: Buyout firm Thoma Bravo approaches Symantec about acquisition - interesting times in the tech world that’s for sure!  h…",FALSE,0,NA,2018-11-07 00:59:40,FALSE,NA,"1059973625917399041",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cawebesabici",5,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1046070605827788803/PGS1lkuy_normal.jpg"
"43","RT @IainLJBrown: What businesses can learn from political campaigns about using big data

Read more here: https://t.co/4nAFz9SxwV

#BigData…",FALSE,0,NA,2018-11-07 00:59:39,FALSE,NA,"1059973622318727168",NA,"<a href=""https://www.calcaware.com/"" rel=""nofollow"">Calcaware</a>","Calcaware",3,TRUE,FALSE,NA,NA,"Austin, TX","en","http://pbs.twimg.com/profile_images/1046730966239080450/fdqAnC6D_normal.jpg"
"44","RT @DescartesLabs: We are Descartes Labs and we are building the world's largest and most diverse #datarefinery. Find out how we are using…",FALSE,0,NA,2018-11-07 00:59:37,FALSE,NA,"1059973613774868480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eramirem",2,TRUE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/1045381237131468800/tOQmd31Q_normal.jpg"
"45","RT @IainLJBrown: Samsung president says 'we should really worry about ethics' as artificial intelligence moves into your DNA

Read more her…",FALSE,0,NA,2018-11-07 00:59:29,FALSE,NA,"1059973580530696193",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">meti_joshi</a>","MetiJoshi",4,TRUE,FALSE,NA,NA,"Massachusetts, USA","en-gb","http://pbs.twimg.com/profile_images/952941848334659585/S78jRIrN_normal.jpg"
"46","RT @IainLJBrown: What businesses can learn from political campaigns about using big data

Read more here: https://t.co/4nAFz9SxwV

#BigData…",FALSE,0,NA,2018-11-07 00:59:20,FALSE,NA,"1059973544174469120",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">thancmar_feldt</a>","ThancmarFeldt",3,TRUE,FALSE,NA,NA,"Berlin, Deutschland","en-gb","http://pbs.twimg.com/profile_images/950653051588759552/XORTdSRj_normal.jpg"
"47","RT @IainLJBrown: Samsung president says 'we should really worry about ethics' as artificial intelligence moves into your DNA

Read more her…",FALSE,0,NA,2018-11-07 00:59:13,FALSE,NA,"1059973514504089601",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">nkruma_ignatov</a>","NkrumaIgnatov",4,TRUE,FALSE,NA,NA,"Ghana","en-gb","http://pbs.twimg.com/profile_images/961607171040477185/NLyoQV4x_normal.jpg"
"48","RT @IainLJBrown: Open Source Machine Learning Tool Could Help Choose Cancer Drugs

Read more here: https://t.co/HSpvqjdBfe

#MachineLearnin…",FALSE,0,NA,2018-11-07 00:59:08,FALSE,NA,"1059973491183808512",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">fb_bot</a>","robbyb0y0",2,TRUE,FALSE,NA,NA,"London, England","en-gb","http://pbs.twimg.com/profile_images/966787667491946497/Xa5-W5xt_normal.jpg"
"49","RT @TopCyberNews: Elements of Modern #DataScience, #AI, #BigData and #MachineLearning 

https://t.co/dVq07MweRF 
by @granvilleDSC v/ @DataS…",FALSE,0,NA,2018-11-07 00:58:57,FALSE,NA,"1059973445075779585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TopCyberNews",9,TRUE,FALSE,NA,NA,"Berlin, Germany","en","http://pbs.twimg.com/profile_images/1119691840/lmm_normal.jpeg"
"50","RT @TopCyberNews: 🌀#IoT: Evolution or Revolution?

via @Fisher85M @ipfconline1 @jblefevre60
#Infographic
#cybersecurity #IIoT #BigData #Hea…",FALSE,0,NA,2018-11-07 00:58:47,FALSE,NA,"1059973402415509504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TopCyberNews",42,TRUE,FALSE,NA,NA,"Berlin, Germany","en","http://pbs.twimg.com/profile_images/1119691840/lmm_normal.jpeg"
"51","RT @IainLJBrown: Google explores the challenges of responsible artificial intelligence

Read more here: https://t.co/Q9N1dZF6O0

#Artificia…",FALSE,0,NA,2018-11-07 00:58:45,FALSE,NA,"1059973396493148166",NA,"<a href=""https://spenc.com"" rel=""nofollow"">twitter-botJoonErdogan</a>","JoonErdogan",18,TRUE,FALSE,NA,NA,"UK","en-gb","http://pbs.twimg.com/profile_images/953373447169691648/C5-XDbBm_normal.jpg"
"52","RT @IainLJBrown: New Quantum Machine Learning Algorithm Could Crush Big Data

Read more here: https://t.co/thNL6ofasg

#BigData #DataScienc…",FALSE,0,NA,2018-11-07 00:58:45,FALSE,NA,"1059973396274982912",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">beatrice_kraus</a>","kraus_beatrice",3,TRUE,FALSE,NA,NA,"Tampa, FL","en-gb","http://pbs.twimg.com/profile_images/968594539899490306/0MKBI5yF_normal.jpg"
"53","RT @IainLJBrown: New Quantum Machine Learning Algorithm Could Crush Big Data

Read more here: https://t.co/thNL6ofasg

#BigData #DataScienc…",FALSE,0,NA,2018-11-07 00:58:42,FALSE,NA,"1059973380890185728",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">mallory_wechsler</a>","WechslerMallory",3,TRUE,FALSE,NA,NA,"New York, USA","en-gb","http://pbs.twimg.com/profile_images/955025330623959040/EntPReV0_normal.jpg"
"54","RT @TopCyberNews: 🌀Banking on Artificial Intelligence

♾https://t.co/J2wC5Xq99t

#Banking #ArtificialIntelligence  #ML #DL #digitalbank #Bi…",FALSE,0,NA,2018-11-07 00:58:38,FALSE,NA,"1059973365870542853",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TopCyberNews",14,TRUE,FALSE,NA,NA,"Berlin, Germany","en","http://pbs.twimg.com/profile_images/1119691840/lmm_normal.jpeg"
"55","RT @IainLJBrown: How Businesses Can Get The Most From Artificial Intelligence With Purpose-Built “AI Infrastructure”

Read more here: https…",FALSE,0,NA,2018-11-07 00:58:34,FALSE,NA,"1059973351005769729",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">louiza_sokoloff</a>","SokoloffLouiza",15,TRUE,FALSE,NA,NA,"Athens, GA","en-gb","http://pbs.twimg.com/profile_images/953290327879749634/edX_BxGA_normal.jpg"
"56","RT @hudson_chatbots: 6 Types of #Twitter #SocialMedia Networks [#INFOGRAPHICS] 
by @nodexl 

#InternetOfThings #DigitalMarketing #Analytics…",FALSE,0,NA,2018-11-07 00:58:33,FALSE,NA,"1059973344454459393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hudson_chatbots",3,TRUE,FALSE,NA,NA,"Washington, USA","en","http://pbs.twimg.com/profile_images/987840487762616321/BYdtt0Ol_normal.jpg"
"57","RT @BristowColin: What businesses can learn from political campaigns about using big data
Read more here: https://t.co/00L0W7fR9d

#BigData…",FALSE,0,NA,2018-11-07 00:58:18,FALSE,NA,"1059973281032404994",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">jen_tyrell</a>","J3nTyrell",2,TRUE,FALSE,NA,NA,"Hounslow, London","en-gb","http://pbs.twimg.com/profile_images/942497520722292737/264-ROEf_normal.jpg"
"58","RT @IainLJBrown: Open Source Machine Learning Tool Could Help Choose Cancer Drugs

Read more here: https://t.co/HSpvqjdBfe

#MachineLearnin…",FALSE,0,NA,2018-11-07 00:58:11,FALSE,NA,"1059973253303808000",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">taylor_levi</a>","TaylorLevi6",2,TRUE,FALSE,NA,NA,"United States","en-gb","http://pbs.twimg.com/profile_images/980894489937051651/EJ_ybakl_normal.jpg"
"59","RT @realjoet: We Need to Have an Honest Talk About Our Data https://t.co/XTWeMzkHWm #data #bigdata #tech #bigtech #ethics #privacy #surveil…",FALSE,0,NA,2018-11-07 00:57:53,FALSE,NA,"1059973177739280384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LilConseil",3,TRUE,FALSE,NA,NA,"Paris/Fecamp/LH/Lille","fr","http://pbs.twimg.com/profile_images/859075075613630464/UBC8Sh_I_normal.jpg"
"60","RT @BristowColin: What businesses can learn from political campaigns about using big data
Read more here: https://t.co/00L0W7fR9d

#BigData…",FALSE,0,NA,2018-11-07 00:57:22,FALSE,NA,"1059973048751874050",NA,"<a href=""https://spences10.github.io"" rel=""nofollow"">new-app-test</a>","RobinTh0mson",2,TRUE,FALSE,NA,NA,"London, England","en-gb","http://pbs.twimg.com/profile_images/966779723350147075/0BOyuXsg_normal.jpg"
